,id,host_id,host_is_superhost,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bathrooms,bedrooms,beds,price,cleaning_fee,review_scores_rating,number_of_reviews
283,3630441,10477416,1,Lincoln Park,39.73798711948865,-105.00370558533218,Entire home/apt,5,1.0,2,3.0,193.0,125.0,96.0,16
285,3645091,82419,0,Sunnyside,39.77531617827774,-105.01851917718339,Entire home/apt,3,1.0,1,1.0,90.0,50.0,93.0,9
287,3653819,18483120,0,Washington Park West,39.70951078753096,-104.98240687547009,Entire home/apt,8,2.5,4,4.0,375.0,150.0,98.0,9
288,3685552,1313972,0,City Park,39.74057594822406,-104.9585722757763,Entire home/apt,3,1.0,2,2.0,120.0,80.0,97.0,87
289,3686629,9103199,1,Five Points,39.76304681844419,-104.97529419344116,Entire home/apt,2,1.0,0,1.0,85.0,55.0,97.0,139
292,3742687,19140662,1,Stapleton,39.757775017743114,-104.89101867243936,Private room,3,1.0,2,2.0,52.0,10.0,99.0,264
293,3757586,7076035,1,Athmar Park,39.699292935447225,-105.01179163318571,Private room,2,1.0,1,1.0,55.0,15.0,96.0,100
294,3760606,2943530,1,Highland,39.768480504371816,-105.01790767184308,Entire home/apt,2,1.0,1,1.0,104.0,30.0,99.0,179
296,3791631,5319813,0,Athmar Park,39.70958627083608,-105.00441061795784,Entire home/apt,6,2.0,3,4.0,200.0,150.0,99.0,27
299,3828739,16356824,0,Union Station,39.753675571969275,-104.99825167179766,Entire home/apt,4,3.5,2,2.0,750.0,500.0,93.0,3
306,3913292,11341423,0,City Park West,39.74304997688653,-104.96798594192644,Entire home/apt,6,2.5,2,2.0,150.0,95.0,92.0,107
310,3960763,20525963,0,Platt Park,39.68911758566833,-104.98683711629472,Entire home/apt,5,2.0,3,3.0,120.0,70.0,86.0,23
311,3961440,20529963,1,Sunnyside,39.77276898767483,-105.00998201888515,Private room,5,1.0,2,3.0,108.0,24.0,97.0,18
312,3968482,20414909,0,Capitol Hill,39.73571779462099,-104.98616231016995,Entire home/apt,2,1.0,1,1.0,144.0,75.0,97.0,64
313,3968613,20529963,1,Sunnyside,39.7730961107549,-105.00996767025715,Private room,2,1.0,1,1.0,58.0,15.0,97.0,213
314,3972450,19141755,1,Five Points,39.75399494187046,-104.98193539855889,Entire home/apt,8,2.0,3,5.0,175.0,75.0,98.0,64
315,3992452,20695806,0,Baker,39.72190608765878,-104.9987906949638,Entire home/apt,6,1.5,2,4.0,260.0,0.0,100.0,11
316,3992779,9288688,0,Capitol Hill,39.73072415769465,-104.97470461120855,Entire home/apt,2,1.0,1,1.0,82.0,25.0,94.0,235
317,4000181,20739244,0,Five Points,39.76013870747008,-104.9978736867315,Entire home/apt,4,2.0,2,2.0,240.0,125.0,98.0,9
319,4031188,20895206,1,Five Points,39.75714099446118,-104.98476854253515,Entire home/apt,3,1.0,1,1.0,130.0,0.0,98.0,368
320,4040209,20947602,0,CBD,39.74504800907445,-104.99482671255474,Entire home/apt,4,2.5,2,2.0,175.0,0.0,100.0,1
322,4052272,18930052,0,Skyland,39.76048469002225,-104.9495159605292,Entire home/apt,4,1.0,1,1.0,95.0,50.0,95.0,129
323,4067759,20529963,1,Sunnyside,39.771497339648725,-105.01126413445691,Private room,2,1.0,1,2.0,41.0,15.0,97.0,208
324,4081163,18944673,0,City Park West,39.74478415923099,-104.96457142758601,Entire home/apt,6,1.5,3,3.0,201.0,125.0,94.0,57
325,4100722,7188407,0,Lincoln Park,39.736683137731006,-104.99802562761495,Entire home/apt,2,1.0,1,1.0,99.0,40.0,97.0,26
326,4121643,21380104,0,Windsor,39.70849191079678,-104.89128545030412,Private room,2,1.0,1,1.0,41.0,50.0,89.0,14
327,4121807,5326121,1,Platt Park,39.69031574555293,-104.98729949676071,Private room,2,1.0,1,1.0,69.0,40.0,96.0,73
329,4142685,21334246,1,South Park Hill,39.743210728892564,-104.93440388324223,Private room,2,1.0,1,1.0,75.0,10.0,99.0,152
331,4173809,21657333,0,Hale,39.733530403185966,-104.93883661610776,Entire home/apt,2,1.0,1,1.0,104.0,30.0,96.0,39
332,4180622,5416557,1,Berkeley,39.7766690091277,-105.04630330098013,Entire home/apt,5,1.0,2,3.0,119.0,60.0,98.0,195
333,4191778,17347654,1,Baker,39.71912012122034,-104.99535588462099,Entire home/apt,3,1.0,2,2.0,96.0,100.0,96.0,109
334,4211844,20529963,1,Sunnyside,39.771620170793156,-105.01114067854496,Entire home/apt,5,1.0,2,5.0,160.0,45.0,95.0,8
335,4217437,21888388,0,West Highland,39.76249087587046,-105.04192156940063,Entire home/apt,6,1.0,2,2.0,145.0,105.0,97.0,30
338,4241536,22009424,0,West Highland,39.76345850514998,-105.0311041195681,Entire home/apt,4,1.0,1,1.0,100.0,75.0,98.0,11
340,4263504,22130508,1,Whittier,39.75286075388684,-104.96613287688706,Entire home/apt,8,2.0,3,4.0,289.0,99.0,98.0,34
346,4284131,22217150,0,City Park West,39.746187291075,-104.96731937201315,Entire home/apt,2,1.0,1,1.0,55.0,40.0,98.0,34
347,4285034,20735233,0,Lincoln Park,39.72901311553229,-104.9985544887456,Entire home/apt,4,1.0,1,2.0,110.0,0.0,96.0,11
348,4287477,21544462,0,Sunnyside,39.77208289501788,-105.00191549494171,Private room,2,1.0,1,1.0,54.0,10.0,98.0,77
349,4288813,21152797,1,Five Points,39.757084238611704,-104.9817805330718,Entire home/apt,2,1.0,1,1.0,133.0,45.0,96.0,282
351,4294398,1429674,1,Gateway - Green Valley Ranch,39.79082987679886,-104.7454818929104,Entire home/apt,16,4.0,6,6.0,550.0,180.0,99.0,18
354,4323012,22445279,0,Barnum West,39.716866955615146,-105.0482986316635,Private room,6,1.5,1,3.0,100.0,0.0,98.0,50
355,4325261,540829,1,West Highland,39.76899309188882,-105.03926900680814,Entire home/apt,3,1.0,1,1.0,127.0,40.0,97.0,116
358,4350594,245393,0,Hale,39.7311628033432,-104.92238240192863,Entire home/apt,6,1.0,3,4.0,115.0,70.0,93.0,8
359,4350744,22583496,0,Highland,39.76355851445192,-105.0103601888204,Entire home/apt,8,3.5,4,4.0,875.0,300.0,100.0,21
363,4384783,9597571,1,Hale,39.7310019087575,-104.93324099493526,Entire home/apt,2,1.0,1,1.0,78.0,40.0,100.0,13
365,4416289,22922907,0,Cherry Creek,39.725265712639434,-104.95705686646671,Entire home/apt,4,2.5,2,2.0,300.0,150.0,97.0,9
366,4427385,22983886,0,Speer,39.72665217064015,-104.9828749710606,Entire home/apt,3,1.0,1,1.0,100.0,80.0,96.0,19
367,4445681,22684307,0,Lincoln Park,39.738203062215746,-105.00107467767084,Entire home/apt,4,2.5,2,2.0,300.0,130.0,100.0,3
369,4465110,22699456,0,CBD,39.74690880700052,-104.99776216983268,Entire home/apt,5,1.0,1,3.0,149.0,80.0,95.0,92
370,4471201,5811115,0,Berkeley,39.780273717846214,-105.03803681672169,Entire home/apt,8,1.0,3,4.0,150.0,120.0,73.0,13
371,4504068,7199287,1,South Park Hill,39.750959287662404,-104.92659445673328,Private room,3,1.0,2,2.0,75.0,25.0,98.0,190
376,4547194,23576027,1,Highland,39.766686089875115,-105.00618095094768,Entire home/apt,5,2.0,3,1.0,500.0,0.0,80.0,1
377,4550588,23594153,0,Five Points,39.75758810832496,-104.98098036034537,Entire home/apt,8,2.0,2,4.0,99.0,100.0,93.0,235
379,4556420,23594153,0,Five Points,39.75628745850129,-104.98145151428751,Entire home/apt,6,2.0,3,3.0,99.0,100.0,92.0,231
380,4556490,15475407,0,Westwood,39.708370551975065,-105.04329160625223,Entire home/apt,2,1.0,1,1.0,48.0,80.0,95.0,39
381,4556661,23594153,0,Five Points,39.75595900573286,-104.98123490032788,Entire home/apt,6,2.0,3,3.0,99.0,100.0,95.0,232
382,4556956,7447790,0,Union Station,39.75772506214211,-105.00294569573923,Entire home/apt,2,1.0,1,1.0,120.0,180.0,,0
385,4574082,8264792,1,Hilltop,39.7232707259282,-104.90364722439821,Entire home/apt,4,1.0,2,2.0,179.0,90.0,98.0,99
386,4576625,23724674,1,Highland,39.76101679732735,-105.0085073840976,Entire home/apt,14,4.5,5,8.0,699.0,200.0,99.0,133
388,4604416,4045359,0,North Capitol Hill,39.74317380418977,-104.97396999411586,Entire home/apt,4,1.5,2,2.0,99.0,150.0,95.0,21
391,4637460,10843433,0,Five Points,39.75553418566406,-104.98156425743026,Entire home/apt,4,1.5,1,2.0,150.0,60.0,95.0,30
392,4638352,11850286,1,Berkeley,39.770374695568215,-105.04802951869705,Private room,2,1.0,1,1.0,68.0,25.0,99.0,166
394,4671545,4087056,1,City Park West,39.74286413662558,-104.96706344648341,Entire home/apt,1,1.0,0,1.0,71.0,60.0,95.0,26
395,4671735,24166267,0,Five Points,39.747610582640064,-104.9800418759568,Entire home/apt,4,2.0,2,2.0,144.0,220.0,,0
396,4671906,13758265,1,Jefferson Park,39.74978956322175,-105.0227876812949,Entire home/apt,4,2.5,2,3.0,225.0,175.0,97.0,61
397,4677497,10643664,0,Hale,39.73863949481388,-104.93197857427464,Entire home/apt,3,1.0,1,1.0,80.0,30.0,93.0,6
398,4692525,10852050,1,Cheesman Park,39.73800483614657,-104.96593441025615,Private room,2,1.0,1,1.0,70.0,20.0,98.0,86
401,4718459,8428229,1,Speer,39.71857786603411,-104.98437871859244,Entire home/apt,2,1.0,1,1.0,95.0,75.0,98.0,35
405,4744179,13940623,0,Whittier,39.75517260525671,-104.97218227666336,Entire home/apt,6,2.0,2,4.0,120.0,50.0,100.0,1
406,4753876,24532369,1,Five Points,39.75662606054011,-104.98482097455124,Entire home/apt,2,1.0,0,1.0,150.0,35.0,98.0,210
407,4758581,24554268,0,South Park Hill,39.75050882546511,-104.91251109726628,Entire home/apt,8,3.0,4,4.0,350.0,150.0,95.0,8
408,4766503,23195393,1,Bear Valley,39.65696688534722,-105.06602391519355,Entire home/apt,2,1.0,1,1.0,70.0,20.0,99.0,172
411,4788006,24682031,1,Congress Park,39.738453167540605,-104.95242127742584,Entire home/apt,4,1.0,1,1.0,95.0,30.0,97.0,366
412,4817072,3404287,0,Highland,39.76098305552675,-105.01191575866272,Entire home/apt,5,1.0,2,2.0,99.0,110.0,93.0,156
414,4857144,24886239,0,Speer,39.71358826634291,-104.9748455203543,Entire home/apt,4,2.0,2,2.0,130.0,40.0,95.0,4
415,4861034,7304490,1,Five Points,39.75343885851025,-104.9899481993778,Entire home/apt,10,2.0,3,7.0,550.0,100.0,98.0,89
416,4862383,25011232,0,Gateway - Green Valley Ranch,39.774489200435184,-104.76939969501544,Entire home/apt,6,1.5,3,3.0,110.0,80.0,93.0,44
417,4862881,24822826,1,Baker,39.720888981609036,-104.99250564103113,Entire home/apt,2,1.0,0,1.0,115.0,35.0,97.0,150
418,4862921,24822826,1,Baker,39.72077609838203,-104.99146123649423,Entire home/apt,4,1.0,2,2.0,210.0,75.0,98.0,48
419,4895802,25190544,1,Highland,39.75730083438483,-105.00912443005976,Entire home/apt,6,2.0,2,2.0,221.0,80.0,100.0,170
420,4896381,2352614,0,Speer,39.72700972849122,-104.98115694326563,Entire home/apt,3,1.0,1,1.0,90.0,75.0,97.0,52
421,4909321,10161902,1,Clayton,39.76703069976117,-104.95344040114252,Private room,2,1.0,1,1.0,42.0,0.0,99.0,188
423,4951295,3543517,1,City Park West,39.74098748542365,-104.96095123799884,Entire home/apt,3,1.0,1,2.0,99.0,99.0,98.0,76
424,4964614,25591329,1,Capitol Hill,39.735304200554644,-104.98082868894491,Private room,1,1.0,1,1.0,96.0,15.0,100.0,101
429,5039932,21740137,0,Berkeley,39.771702207641866,-105.03067770515673,Private room,3,1.0,1,2.0,56.0,15.0,97.0,48
430,5048517,24483378,0,West Colfax,39.73627950144918,-105.03847903479351,Private room,3,1.0,1,1.0,30.0,15.0,87.0,190
436,5184333,10751081,0,Capitol Hill,39.73485278487498,-104.98173316287588,Entire home/apt,6,2.0,2,2.0,120.0,95.0,97.0,7
437,5185375,2882621,0,Speer,39.71180555104837,-104.97987795853231,Entire home/apt,2,1.0,0,1.0,79.0,0.0,89.0,418
444,5329834,27619987,0,Sunnyside,39.76992579210103,-105.01817174990241,Entire home/apt,4,1.0,2,2.0,120.0,0.0,100.0,5
445,5330980,27627856,1,Capitol Hill,39.72991301405725,-104.97811643992577,Entire home/apt,2,1.0,1,2.0,85.0,25.0,98.0,33
446,5334219,27643890,0,Highland,39.76120596851067,-105.01731581085664,Entire home/apt,4,1.0,2,2.0,200.0,50.0,99.0,65
447,5335297,27649284,1,West Highland,39.765404555602494,-105.03376055372135,Entire home/apt,8,2.0,3,4.0,195.0,100.0,98.0,19
448,5343759,27265704,0,Congress Park,39.73600667256427,-104.9440686012751,Private room,2,1.0,0,1.0,33.0,50.0,96.0,66
449,5347637,714333,1,Hale,39.73116719805118,-104.92342088017672,Entire home/apt,2,1.0,1,1.0,59.0,39.0,98.0,179
450,5351873,27738707,0,Stapleton,39.75995188413043,-104.89295316220249,Private room,2,1.5,1,1.0,53.0,20.0,99.0,26
451,5379218,5852906,0,Hampden South,39.64861423861263,-104.88696480938692,Private room,1,1.0,1,1.0,50.0,50.0,96.0,14
456,5423504,4513655,0,Wellshire,39.66655865517504,-104.94358274319195,Private room,2,1.0,1,1.0,80.0,35.0,98.0,26
457,5433111,28183156,0,City Park West,39.74151966455814,-104.96693138207115,Entire home/apt,3,1.0,1,2.0,125.0,38.0,94.0,204
458,5480284,24483378,0,West Colfax,39.73602336791553,-105.0371388787943,Private room,3,1.0,1,2.0,30.0,15.0,85.0,209
459,5480285,24483378,0,West Colfax,39.73608015015931,-105.03885999312824,Private room,4,1.0,1,1.0,30.0,15.0,87.0,212
460,5491785,28477682,0,Civic Center,39.731821401088034,-104.99177490945084,Entire home/apt,4,1.0,1,2.0,175.0,160.0,98.0,8
462,5508545,5124037,0,Montclair,39.7384906279438,-104.91810336137242,Entire home/apt,4,1.0,2,2.0,75.0,15.0,93.0,221
463,5508840,11839559,0,Stapleton,39.75178622677103,-104.88419369449447,Entire home/apt,8,2.5,4,4.0,290.0,125.0,99.0,19
464,5521140,2591654,0,Congress Park,39.733487391826884,-104.95414332257198,Private room,2,1.0,1,1.0,70.0,0.0,96.0,11
465,5531293,5811115,0,Berkeley,39.78120877445431,-105.03774165013776,Entire home/apt,2,1.0,1,1.0,115.0,100.0,84.0,21
467,5558992,26125748,1,Lincoln Park,39.730196963792814,-104.99654272761512,Entire home/apt,2,1.0,0,1.0,71.0,50.0,98.0,77
470,5586486,28965518,1,Baker,39.720275842934385,-104.9911218813046,Entire home/apt,6,2.0,3,4.0,289.0,100.0,99.0,158
471,5600653,6658113,0,CBD,39.746839542060115,-104.99716995497386,Entire home/apt,2,1.0,1,1.0,79.0,0.0,100.0,1
472,5600766,6658113,0,CBD,39.74599625578349,-104.99781645331899,Entire home/apt,2,1.0,1,1.0,79.0,0.0,100.0,1
473,5604348,9954312,1,Speer,39.71406706601059,-104.98526994590964,Entire home/apt,3,1.0,1,2.0,99.0,55.0,99.0,239
474,5619534,2435584,0,Cole,39.76243810954279,-104.96722324793673,Entire home/apt,5,1.0,2,3.0,97.0,45.0,92.0,46
475,5630819,4966079,0,University Park,39.67800969701901,-104.94990376325251,Entire home/apt,8,2.0,3,6.0,199.0,120.0,96.0,28
476,5638558,29221734,0,Washington Park,39.709163609848396,-104.96686290223364,Entire home/apt,10,2.0,3,5.0,295.0,175.0,95.0,98
478,5671300,29403523,0,Five Points,39.751471914469136,-104.97526102915948,Entire home/apt,5,2.5,3,3.0,175.0,85.0,94.0,17
480,5691447,6658113,0,CBD,39.74525582396358,-104.995876268487,Entire home/apt,2,1.0,1,1.0,79.0,0.0,100.0,1
481,5691532,6658113,0,CBD,39.747404426304854,-104.99733287705641,Entire home/apt,2,1.0,0,1.0,69.0,0.0,90.0,6
485,5696654,12706357,0,Cheesman Park,39.735061434455936,-104.9699189480227,Entire home/apt,4,1.0,1,2.0,120.0,80.0,94.0,54
495,5814645,17085160,0,Speer,39.72248736589847,-104.97682035777422,Entire home/apt,4,1.0,2,2.0,199.0,100.0,98.0,51
500,5839828,21140006,0,Speer,39.71634837349807,-104.97870118471896,Entire home/apt,6,1.0,2,2.0,175.0,100.0,98.0,51
502,5872893,30496448,1,Jefferson Park,39.75255102717312,-105.02042134190212,Entire home/apt,7,3.5,3,3.0,299.0,150.0,100.0,26
503,5931452,6658113,0,CBD,39.74671529575708,-104.99597230388001,Entire home/apt,2,1.0,1,1.0,79.0,0.0,80.0,2
504,5946059,6658113,0,CBD,39.74717459670979,-104.99707237266571,Entire home/apt,2,1.0,1,1.0,79.0,0.0,,0
505,5955475,6658113,0,CBD,39.7467648363881,-104.99737073640918,Entire home/apt,4,2.0,2,2.0,107.0,0.0,90.0,2
509,5967830,9193876,0,Sloan Lake,39.74943252548047,-105.03582326397276,Entire home/apt,4,1.0,1,1.0,105.0,50.0,95.0,128
510,5968656,30983019,1,West Highland,39.762898802611474,-105.02832649175964,Entire home/apt,13,2.5,6,7.0,725.0,125.0,99.0,109
512,6017776,6687763,1,Northeast Park Hill,39.76345627019798,-104.93219093547016,Entire home/apt,2,1.0,1,1.0,68.0,25.0,97.0,339
514,6051958,22656075,0,West Colfax,39.73759984663157,-105.04867249722288,Entire home/apt,8,2.0,3,3.0,78.0,70.0,97.0,7
516,6065081,31481199,1,Speer,39.71844677154697,-104.98389459682902,Entire home/apt,4,1.0,1,1.0,120.0,30.0,98.0,52
521,6156061,24595890,1,Highland,39.7662563085009,-105.00298744002798,Entire home/apt,8,3.0,3,3.0,529.0,130.0,98.0,91
524,6187302,32093355,1,Capitol Hill,39.73597688532333,-104.97844314030672,Entire home/apt,6,2.0,3,3.0,350.0,124.0,99.0,66
527,6300806,32766212,1,Cole,39.76365778928413,-104.96088171338086,Private room,2,1.0,1,1.0,50.0,0.0,99.0,33
528,6333040,32967501,1,Five Points,39.75950102719784,-104.973942708577,Entire home/apt,3,1.0,1,1.0,133.0,30.0,100.0,444
530,6349335,29472916,0,Regis,39.783963750173314,-105.0366223615224,Entire home/apt,8,2.0,3,4.0,169.0,100.0,98.0,35
531,6355337,33108620,1,College View - South Platte,39.663672351811506,-105.01925912179077,Entire home/apt,4,1.0,1,2.0,202.0,0.0,100.0,37
532,6357426,24482892,1,CBD,39.74554542317699,-104.99765621780266,Entire home/apt,6,2.0,2,2.0,149.0,100.0,97.0,113
534,6373869,33215141,1,Capitol Hill,39.73502749349278,-104.98311874088026,Private room,2,1.0,1,1.0,85.0,15.0,98.0,113
535,6374807,33215141,1,Capitol Hill,39.73540961500097,-104.98194728566506,Entire home/apt,5,1.0,2,2.0,259.0,65.0,98.0,54
536,6410804,10664607,1,Washington Virginia Vale,39.70659876765101,-104.92442135194912,Private room,2,1.0,1,1.0,65.0,25.0,97.0,52
538,6436594,6011801,0,Capitol Hill,39.73465190277164,-104.97782869461977,Entire home/apt,2,1.0,1,1.0,90.0,60.0,95.0,160
539,6445171,1627500,0,Berkeley,39.770626978556784,-105.03705599869595,Private room,1,1.0,1,1.0,38.0,300.0,96.0,27
540,6464704,1838,1,Sunnyside,39.771802030429704,-105.00090420024414,Entire home/apt,2,1.0,1,1.0,129.0,55.0,97.0,68
542,6471872,7477197,1,West Highland,39.76009852398346,-105.03479251478494,Entire home/apt,7,2.0,3,4.0,375.0,150.0,99.0,30
543,6488535,9954312,1,Speer,39.715136800566114,-104.98666625615664,Entire home/apt,2,1.0,1,1.0,99.0,55.0,99.0,257
547,6574455,953271,1,Hilltop,39.71753230345268,-104.93503561834851,Private room,3,1.5,1,2.0,139.0,49.0,97.0,77
548,6578731,34414056,0,Gateway - Green Valley Ranch,39.779626201172775,-104.75174375990393,Private room,2,1.5,1,1.0,37.0,10.0,93.0,119
549,6623325,953271,1,Hilltop,39.71813734111469,-104.9352547565434,Private room,2,1.5,1,2.0,117.0,49.0,97.0,74
550,6623752,24483378,0,West Colfax,39.73509122038387,-105.03671501699104,Shared room,1,1.0,1,1.0,20.0,15.0,88.0,120
551,6625868,34679998,1,Baker,39.71843934520111,-104.99154349523951,Entire home/apt,11,2.5,4,9.0,450.0,150.0,99.0,94
560,6730800,29623887,1,Baker,39.718103987064296,-104.98886095210918,Entire home/apt,4,1.0,2,2.0,100.0,100.0,98.0,138
561,6732019,34397746,1,Overland,39.677427380162136,-104.9912238435008,Entire home/apt,6,1.0,3,4.0,175.0,150.0,92.0,52
567,6846954,4887649,0,Five Points,39.75993217688266,-104.9857405850008,Entire home/apt,5,2.0,2,3.0,263.0,125.0,99.0,175
569,6866385,11494309,1,Washington Park West,39.70165146880011,-104.97470564093972,Private room,4,1.5,2,2.0,79.0,79.0,99.0,32
570,6869189,2322837,1,Jefferson Park,39.74854219908925,-105.02172655590726,Entire home/apt,8,2.5,3,5.0,500.0,125.0,99.0,44
571,6869896,36000852,1,City Park,39.7422674172331,-104.94837635075994,Entire home/apt,5,1.0,2,2.0,230.0,80.0,98.0,101
574,6895941,240040,1,Capitol Hill,39.73337960825817,-104.97812622660496,Entire home/apt,3,1.0,1,2.0,99.0,30.0,98.0,370
586,7047991,36958541,0,Cheesman Park,39.7303562485459,-104.96919527134467,Private room,1,1.0,1,1.0,42.0,12.0,90.0,143
587,7070662,2102215,0,Congress Park,39.73975519010124,-104.95784060888636,Entire home/apt,10,3.0,5,6.0,450.0,150.0,98.0,42
588,7070674,2102215,0,Rosedale,39.67057055405596,-104.98603845026392,Entire home/apt,6,1.5,2,2.0,169.0,85.0,99.0,44
589,7071425,2102215,0,Rosedale,39.66990944531038,-104.98603629841658,Entire home/apt,3,1.0,1,1.0,115.0,65.0,99.0,97
590,7091323,33601029,1,Washington Virginia Vale,39.710554897639646,-104.91477747867948,Private room,5,1.0,2,3.0,72.0,15.0,94.0,198
591,7095414,25967452,0,Lowry Field,39.72161784460496,-104.89984717654023,Private room,2,1.0,1,1.0,53.0,10.0,93.0,6
592,7113195,120292,0,Stapleton,39.75601495666928,-104.88167262492685,Entire home/apt,4,1.0,1,2.0,75.0,50.0,96.0,16
594,7116284,8697449,1,South Park Hill,39.74235917178531,-104.91042209594687,Private room,1,1.0,1,1.0,50.0,20.0,97.0,35
595,7131495,36958541,0,Cheesman Park,39.73079996448959,-104.97039888185664,Private room,1,1.0,1,1.0,47.0,12.0,92.0,108
596,7132651,2102215,0,Cole,39.7659759028194,-104.96638598805662,Entire home/apt,6,1.0,2,2.0,139.0,75.0,97.0,64
597,7133070,3535803,0,Jefferson Park,39.74824406899501,-105.02133394324107,Entire home/apt,6,3.0,2,4.0,115.0,100.0,100.0,19
598,7149390,8697449,1,South Park Hill,39.74352630550402,-104.91096933827565,Private room,2,1.0,1,1.0,50.0,20.0,100.0,17
599,7181062,269598,1,West Highland,39.76260327598775,-105.04135144218272,Private room,2,1.5,1,1.0,95.0,25.0,99.0,91
601,7199544,19603085,0,University Park,39.67910851038626,-104.9494476437672,Entire home/apt,3,1.0,1,2.0,106.0,85.0,96.0,92
602,7203437,23741949,1,Speer,39.71240273114083,-104.97808070906888,Entire home/apt,4,1.0,1,2.0,145.0,85.0,97.0,90
605,7205403,10411487,1,Highland,39.761307129318006,-105.0141892573488,Entire home/apt,2,1.5,1,1.0,169.0,95.0,97.0,16
606,7228382,7304490,1,Five Points,39.75377587107747,-104.99246472093313,Entire home/apt,12,2.0,3,8.0,675.0,150.0,99.0,62
608,7247567,2539132,1,Montclair,39.738075056213546,-104.92098918959542,Private room,2,1.0,1,1.0,65.0,25.0,99.0,93
613,7336200,1983332,0,Congress Park,39.732138963145616,-104.94184886676688,Entire home/apt,2,1.0,1,1.0,100.0,0.0,100.0,3
614,7343332,38470130,0,Speer,39.726267821034824,-104.98320853370704,Entire home/apt,4,2.5,2,2.0,100.0,125.0,92.0,15
615,7348580,8428229,1,Speer,39.71882904726976,-104.98444534434776,Entire home/apt,2,1.0,1,1.0,125.0,75.0,98.0,13
618,7350733,38516005,1,Jefferson Park,39.75765167098361,-105.0214970010022,Entire home/apt,4,1.0,2,2.0,135.0,85.0,96.0,184
